,condition,comprehension_q,wealthy_family_essential,educated_parents_essential,having_ambition_essential,hard_work_essential,talent_essential,luck_essential,connections_essential,good_education_essential,political_influence_essential,enough_opportunities,more_opportunities_than_parents,hard_work_brings_better_life,people_poor_because_laziness,high_earners_deserve_high,low_earners_deserve_low,ineq_serious_problem,poverty_serious_problem,unequal_hcare_serious_problem,ineq_increasing,govt_regulation_effective,govt_transfers_effective,progressive_taxes_effective,educ_policies_effective,private_charity_effective,govt_should_decrease_ineq,companies_should_decrease_ineq,who_most_responsible,is_resident,state,gender,age,married,has_children,race,religion,education,emp_status,occupation,household_income,subj_relative_income,income_volatile,sol_better_than_past,sol_better_in_future,liberal,political_party,follow_news,has_confidence_in_science,father_occ,mother_occ,father_educ,mother_educ,subj_relative_income_16_yrs,sol_better_than_parents,coronavirus_serious_threat,must_save_economy,satisfied_with_city,satisfied_with_state,satisfied_with_federal_govt,self_became_ill,family_member_became_ill,self_lost_income,family_member_lost_income,self_at_risk,family_member_at_risk,not_affected,affected_in_other_way,how_affected_by_coronavirus_other,days_out_in_past_week,opinion_q_DO,DS_regular_or_reverse,EO_regular_or_reverse,LHW_regular_or_reverse,ED_regular_or_reverse,ISP_regular_or_reverse,GT_regular_or_reverse,GMC_regular_or_reverse,Demog_end_regular_or_reverse,Parents_end_regular_or_reverse,Corona_regular_or_reverse,GMC.3_DO,DQ18_DO
17,corona_control,How this virus has affected more of the world than any other disease.,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,7.0,7.0,6.0,1,Florida,2,73,0,0,1,1,3,6,retired,2.0,2.0,1.0,2.0,3.0,3.0,1.0,5.0,3.0,plumber,hair dresser,1,3,3.0,3.0,4.0,2.0,3.0,3.0,2.0,0,0,0,0,0,0,1,0,,7.0,"['educ_policies_effective', 'govt_transfers_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'private_charity_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'people_poor_because_laziness', 'hard_work_brings_better_life', '', 'educated_parents_essential', 'luck_essential', 'talent_essential', 'political_influence_essential', 'hard_work_essential', 'having_ambition_essential', 'connections_essential', 'wealthy_family_essential', 'good_education_essential', 'enough_opportunities', 'more_opportunities_than_parents', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'high_earners_deserve_high', 'low_earners_deserve_low']",DS_Reverse,EO_Reverse,LHW_Reverse,ED_Reverse,ISP_Reverse,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Low income individuals themselves|Private charities|Major companies|Government|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
18,corona_control,Covid19 ,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1,South Carolina,2,62,0,0,1,1,3,6,Disabled ,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,Unsure,Housewife,2,1,2.0,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1,0,,0.0,"['poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'low_earners_deserve_low', 'high_earners_deserve_high', 'more_opportunities_than_parents', 'enough_opportunities', 'hard_work_brings_better_life', 'people_poor_because_laziness', '', 'talent_essential', 'good_education_essential', 'luck_essential', 'wealthy_family_essential', 'educated_parents_essential', 'connections_essential', 'hard_work_essential', 'having_ambition_essential', 'political_influence_essential', 'govt_regulation_effective', 'progressive_taxes_effective', 'private_charity_effective', 'govt_transfers_effective', 'educ_policies_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible']",DS_Reverse,EO,LHW,ED_Reverse,ISP,GT,GMC_Reverse,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus,Private charities|Low income individuals themselves|Major companies|High income individuals themselves|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
20,corona_control,The spread of the coronavirus across the whole world.,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,6.0,5.0,1,North Carolina,2,68,1,0,1,2,6,6,Accountant,7.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,HVAC technician,Elementary school teacher,4,6,3.0,2.0,5.0,1.0,4.0,5.0,1.0,0,0,0,0,0,1,0,0,,2.0,"['people_poor_because_laziness', 'hard_work_brings_better_life', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'high_earners_deserve_high', 'low_earners_deserve_low', 'enough_opportunities', 'more_opportunities_than_parents', '', 'luck_essential', 'having_ambition_essential', 'political_influence_essential', 'connections_essential', 'talent_essential', 'wealthy_family_essential', 'educated_parents_essential', 'hard_work_essential', 'good_education_essential', 'progressive_taxes_effective', 'private_charity_effective', 'govt_regulation_effective', 'educ_policies_effective', 'govt_transfers_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible']",DS_Reverse,EO,LHW_Reverse,ED_Reverse,ISP,GT_Reverse,GMC,Demographics_End,Parents_End,Coronavirus_Reverse,Low income individuals themselves|Private charities|Major companies|High income individuals themselves|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
21,corona_class_ineq,Not everyone is affected by covid in same way ,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,7.0,7.0,5.0,1,California,2,30,0,0,1,2,6,1,Director ,8.0,4.0,1.0,2.0,1.0,3.0,3.0,5.0,3.0,Custodian ,Housekeeper ,2,2,2.0,5.0,5.0,2.0,4.0,5.0,1.0,0,0,0,0,1,0,0,0,,1.0,"['enough_opportunities', 'more_opportunities_than_parents', 'low_earners_deserve_low', 'high_earners_deserve_high', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', '', 'talent_essential', 'having_ambition_essential', 'hard_work_essential', 'connections_essential', 'educated_parents_essential', 'good_education_essential', 'wealthy_family_essential', 'political_influence_essential', 'luck_essential', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'govt_transfers_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_regulation_effective']",DS_Reverse,EO,LHW,ED,ISP_Reverse,GT_Reverse,GMC,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Government|High income individuals themselves|Low income individuals themselves|Major companies|Private charities|Income differences do not need to be reduced,Republican|Democrat|Independent|None
25,corona_class_ineq,that the corona virus isnt effecting any blacks or hispanics,5.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,6.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,6.0,1,New York,1,18,0,0,1,4,3,5,highschool,4.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,FedEx,business woman,2,9,4.0,4.0,3.0,3.0,4.0,3.0,3.0,0,0,0,0,0,0,0,0,,0.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_regulation_effective', 'govt_transfers_effective', 'people_poor_because_laziness', 'hard_work_brings_better_life', '', 'hard_work_essential', 'wealthy_family_essential', 'luck_essential', 'political_influence_essential', 'connections_essential', 'good_education_essential', 'talent_essential', 'having_ambition_essential', 'educated_parents_essential', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'more_opportunities_than_parents', 'enough_opportunities', 'low_earners_deserve_low', 'high_earners_deserve_high']",DS_Reverse,EO_Reverse,LHW,ED_Reverse,ISP_Reverse,GT_Reverse,GMC,Demographics_End,Parents_End,Coronavirus_Reverse,Private charities|Major companies|Low income individuals themselves|Government|High income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
27,corona_natural_ineq,How the coronavirus is much more dangerous for the elderly and people with pre-existing conditions.,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,1,South Carolina,1,68,1,0,1,1,4,4,Unemployed,5.0,2.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,Farming,Manufacturing plant,1,2,1.0,4.0,4.0,3.0,4.0,4.0,4.0,0,0,0,0,1,1,0,0,,4.0,"['govt_regulation_effective', 'educ_policies_effective', 'govt_transfers_effective', 'private_charity_effective', 'progressive_taxes_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'high_earners_deserve_high', 'low_earners_deserve_low', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'enough_opportunities', 'more_opportunities_than_parents', '', 'talent_essential', 'having_ambition_essential', 'educated_parents_essential', 'connections_essential', 'luck_essential', 'political_influence_essential', 'wealthy_family_essential', 'good_education_essential', 'hard_work_essential']",DS,EO_Reverse,LHW_Reverse,ED,ISP_Reverse,GT,GMC,Demographics_End,Parents_End_Reverse,Coronavirus,Low income individuals themselves|High income individuals themselves|Private charities|Major companies|Government|Income differences do not need to be reduced,Democrat|Republican|Independent|None
30,corona_control,Corona virus,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,6.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1,Illinois,1,37,0,1,1,1,9,1,IT Manager,8.0,3.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,IT JOB,IT JOB,9,9,4.0,5.0,4.0,4.0,2.0,4.0,5.0,0,0,1,0,1,1,0,0,,3.0,"['unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'more_opportunities_than_parents', 'enough_opportunities', '', 'talent_essential', 'good_education_essential', 'hard_work_essential', 'wealthy_family_essential', 'political_influence_essential', 'luck_essential', 'educated_parents_essential', 'connections_essential', 'having_ambition_essential', 'high_earners_deserve_high', 'low_earners_deserve_low', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'govt_transfers_effective', 'educ_policies_effective', 'progressive_taxes_effective', 'govt_regulation_effective']",DS,EO,LHW,ED,ISP,GT_Reverse,GMC,Demographics_End,Parents_End,Coronavirus_Reverse,Low income individuals themselves|High income individuals themselves|Government|Major companies|Private charities|Income differences do not need to be reduced,Democrat|Republican|Independent|None
33,corona_control,The effects coronavirus is having on the world,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,1.0,6.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,7.0,7.0,6.0,1,Indiana,2,29,1,1,1,10,4,6,Stay at home mom,4.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,Air Force,Social worker,6,6,5.0,5.0,4.0,1.0,4.0,4.0,4.0,0,0,0,0,0,0,1,0,,2.0,"['educ_policies_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'govt_transfers_effective', 'private_charity_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'more_opportunities_than_parents', 'enough_opportunities', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'ineq_serious_problem', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'high_earners_deserve_high', 'low_earners_deserve_low', '', 'luck_essential', 'having_ambition_essential', 'good_education_essential', 'political_influence_essential', 'talent_essential', 'hard_work_essential', 'educated_parents_essential', 'connections_essential', 'wealthy_family_essential']",DS,EO,LHW,ED,ISP_Reverse,GT,GMC,Demographics_End,Parents_End,Coronavirus,High income individuals themselves|Private charities|Government|Low income individuals themselves|Major companies|Income differences do not need to be reduced,Democrat|Republican|Independent|None
34,corona_natural_ineq,coronovirus is worse for elderly with underlying conditions,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,7.0,4.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,1.0,7.0,7.0,5.0,1,Illinois,2,75,1,0,1,10,4,2,office manager,8.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,3.0,mailman,housewife,3,3,3.0,5.0,5.0,1.0,4.0,5.0,1.0,0,0,0,0,0,0,1,0,,2.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'educ_policies_effective', 'govt_transfers_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'private_charity_effective', '', 'talent_essential', 'luck_essential', 'connections_essential', 'having_ambition_essential', 'hard_work_essential', 'political_influence_essential', 'wealthy_family_essential', 'good_education_essential', 'educated_parents_essential', 'more_opportunities_than_parents', 'enough_opportunities', 'high_earners_deserve_high', 'low_earners_deserve_low', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_serious_problem', 'ineq_increasing']",DS,EO_Reverse,LHW,ED,ISP,GT_Reverse,GMC,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus_Reverse,Private charities|Government|Major companies|High income individuals themselves|Low income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
35,corona_natural_ineq,The corona virus is effecting elderly and diabetic people different. ,4.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,6.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,6.0,1,Georgia,2,35,1,1,1,5,6,6,Homemaker ,7.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,Teacher ,Teacher ,6,6,3.0,3.0,5.0,3.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,,7.0,"['more_opportunities_than_parents', 'enough_opportunities', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'high_earners_deserve_high', 'low_earners_deserve_low', 'hard_work_brings_better_life', 'people_poor_because_laziness', '', 'talent_essential', 'connections_essential', 'educated_parents_essential', 'political_influence_essential', 'hard_work_essential', 'wealthy_family_essential', 'luck_essential', 'having_ambition_essential', 'good_education_essential', 'govt_regulation_effective', 'govt_transfers_effective', 'private_charity_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible']",DS_Reverse,EO_Reverse,LHW,ED_Reverse,ISP_Reverse,GT,GMC_Reverse,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus_Reverse,Major companies|Government|High income individuals themselves|Low income individuals themselves|Private charities|Income differences do not need to be reduced,Republican|Democrat|Independent|None
37,corona_natural_ineq,Covid 19,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1,Washington,2,32,1,1,1,1,4,1,Teacher,7.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,Na,Securiently,4,4,2.0,3.0,3.0,3.0,3.0,5.0,5.0,1,0,0,0,0,0,1,0,,7.0,"['low_earners_deserve_low', 'high_earners_deserve_high', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'more_opportunities_than_parents', 'enough_opportunities', '', 'wealthy_family_essential', 'connections_essential', 'talent_essential', 'hard_work_essential', 'having_ambition_essential', 'good_education_essential', 'educated_parents_essential', 'luck_essential', 'political_influence_essential', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'govt_transfers_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'private_charity_effective']",DS,EO_Reverse,LHW_Reverse,ED_Reverse,ISP_Reverse,GT_Reverse,GMC,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus,Major companies|Government|High income individuals themselves|Private charities|Low income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
42,corona_natural_ineq,Older and at risk people for the corona virus,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,7.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,6.0,1,Iowa,2,66,0,0,1,1,5,6,Retired ,6.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,Laborer,Nursing ,3,4,2.0,4.0,5.0,1.0,3.0,2.0,1.0,0,0,0,0,1,1,0,0,,1.0,"['govt_regulation_effective', 'progressive_taxes_effective', 'private_charity_effective', 'educ_policies_effective', 'govt_transfers_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', '', 'luck_essential', 'connections_essential', 'talent_essential', 'having_ambition_essential', 'wealthy_family_essential', 'good_education_essential', 'political_influence_essential', 'educated_parents_essential', 'hard_work_essential', 'enough_opportunities', 'more_opportunities_than_parents', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'high_earners_deserve_high', 'low_earners_deserve_low']",DS_Reverse,EO,LHW_Reverse,ED_Reverse,ISP_Reverse,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus,Government|Private charities|Low income individuals themselves|High income individuals themselves|Major companies|Income differences do not need to be reduced,Republican|Democrat|Independent|None
43,corona_control,The Covid-19 virus has impacted every country in the world and this hasn't happened before,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,7.0,5.0,1,Minnesota,2,58,1,0,1,1,6,1,business manager,8.0,4.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0,central office technician,business owner,4,3,4.0,3.0,4.0,2.0,5.0,5.0,1.0,0,0,0,0,1,1,0,0,,7.0,"['enough_opportunities', 'more_opportunities_than_parents', 'high_earners_deserve_high', 'low_earners_deserve_low', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', '', 'connections_essential', 'talent_essential', 'luck_essential', 'having_ambition_essential', 'good_education_essential', 'wealthy_family_essential', 'hard_work_essential', 'political_influence_essential', 'educated_parents_essential', 'progressive_taxes_effective', 'govt_regulation_effective', 'govt_transfers_effective', 'educ_policies_effective', 'private_charity_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible']",DS_Reverse,EO_Reverse,LHW_Reverse,ED_Reverse,ISP,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus,High income individuals themselves|Low income individuals themselves|Private charities|Government|Major companies|Income differences do not need to be reduced,Republican|Democrat|Independent|None
44,corona_class_ineq,money bag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,1,Florida,1,43,1,1,1,2,9,1,Senior manager,11.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,job,house wife,7,6,4.0,5.0,5.0,1.0,5.0,5.0,5.0,1,0,0,0,0,0,0,0,,7.0,"['govt_transfers_effective', 'govt_regulation_effective', 'educ_policies_effective', 'private_charity_effective', 'progressive_taxes_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'enough_opportunities', 'more_opportunities_than_parents', 'low_earners_deserve_low', 'high_earners_deserve_high', 'hard_work_brings_better_life', 'people_poor_because_laziness', '', 'wealthy_family_essential', 'luck_essential', 'connections_essential', 'good_education_essential', 'political_influence_essential', 'talent_essential', 'having_ambition_essential', 'hard_work_essential', 'educated_parents_essential']",DS_Reverse,EO,LHW_Reverse,ED_Reverse,ISP,GT_Reverse,GMC,Demographics_End_Reverse,Parents_End,Coronavirus,High income individuals themselves|Low income individuals themselves|Major companies|Government|Private charities|Income differences do not need to be reduced,Republican|Democrat|Independent|None
48,corona_control,The outbreak,3.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,1.0,1.0,3.0,6.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,6.0,6.0,3.0,1,North Carolina,2,42,0,0,1,1,4,1,Waitress,3.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,Manual labor,Housewife,3,3,2.0,4.0,3.0,3.0,3.0,2.0,2.0,0,0,1,0,1,0,0,0,,7.0,"['govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'govt_regulation_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'private_charity_effective', 'govt_transfers_effective', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'high_earners_deserve_high', 'low_earners_deserve_low', 'enough_opportunities', 'more_opportunities_than_parents', 'people_poor_because_laziness', 'hard_work_brings_better_life', '', 'connections_essential', 'educated_parents_essential', 'having_ambition_essential', 'hard_work_essential', 'talent_essential', 'good_education_essential', 'luck_essential', 'wealthy_family_essential', 'political_influence_essential']",DS,EO,LHW,ED,ISP,GT,GMC,Demographics_End,Parents_End,Coronavirus_Reverse,Major companies|Private charities|Low income individuals themselves|High income individuals themselves|Government|Income differences do not need to be reduced,Republican|Democrat|Independent|None
52,corona_control,Information ,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1,Pennsylvania,2,25,0,1,4,8,3,1,Manufacturing ,1.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,Manufacturing ,Work from home,3,3,3.0,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1,0,,1.0,"['govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'govt_transfers_effective', 'educ_policies_effective', 'progressive_taxes_effective', 'private_charity_effective', 'govt_regulation_effective', '', 'good_education_essential', 'wealthy_family_essential', 'educated_parents_essential', 'luck_essential', 'talent_essential', 'hard_work_essential', 'having_ambition_essential', 'political_influence_essential', 'connections_essential', 'low_earners_deserve_low', 'high_earners_deserve_high', 'more_opportunities_than_parents', 'enough_opportunities', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'people_poor_because_laziness', 'hard_work_brings_better_life']",DS,EO,LHW_Reverse,ED_Reverse,ISP,GT,GMC_Reverse,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Private charities|High income individuals themselves|Low income individuals themselves|Government|Major companies|Income differences do not need to be reduced,Democrat|Republican|Independent|None
55,corona_class_ineq,Covid-19 Corona virus is attaking all the hispanic non nispanic and the economy as well as/,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,7.0,7.0,5.0,3.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,7.0,7.0,3.0,1,New York,1,41,1,1,1,10,7,1,IT(MIS),11.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0,3.0,job,house wife,7,6,3.0,5.0,5.0,1.0,5.0,5.0,5.0,0,0,0,0,0,0,1,0,,2.0,"['enough_opportunities', 'more_opportunities_than_parents', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'low_earners_deserve_low', 'high_earners_deserve_high', '', 'having_ambition_essential', 'hard_work_essential', 'wealthy_family_essential', 'good_education_essential', 'political_influence_essential', 'talent_essential', 'educated_parents_essential', 'connections_essential', 'luck_essential', 'private_charity_effective', 'govt_transfers_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_regulation_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible']",DS_Reverse,EO_Reverse,LHW_Reverse,ED,ISP,GT,GMC_Reverse,Demographics_End,Parents_End,Coronavirus_Reverse,High income individuals themselves|Government|Private charities|Major companies|Low income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
57,corona_control,The coronavirus ,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,7.0,7.0,6.0,1,Michigan,2,22,1,0,2,10,6,1,Marketing ,6.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,2.0,Pastor ,Nothing ,7,6,4.0,5.0,5.0,1.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,,0.0,"['private_charity_effective', 'educ_policies_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'govt_transfers_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'high_earners_deserve_high', 'low_earners_deserve_low', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'enough_opportunities', 'more_opportunities_than_parents', '', 'connections_essential', 'talent_essential', 'educated_parents_essential', 'hard_work_essential', 'good_education_essential', 'having_ambition_essential', 'luck_essential', 'wealthy_family_essential', 'political_influence_essential']",DS_Reverse,EO,LHW_Reverse,ED_Reverse,ISP,GT,GMC_Reverse,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Private charities|Government|Low income individuals themselves|Major companies|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
