,condition,ineq_condition,mobil_condition,ineq_quiz_ans,mobil_quiz_ans,exp_display_order,income_result_of_circumstances,equal_outcomes,govt_should_take_active_steps,ineq_is_a_serious_problem,how_to_fix_ineq_1st_choice,how_to_fix_ineq_2nd_choice,how_to_fix_ineq_3rd_choice,how_to_fix_ineq_4th_choice,how_to_fix_ineq_5th_choice,how_to_fix_ineq_text,high_earners_rarely_deserving,increase_taxes_on_millionares,increase_estate_tax,increase_min_wage,increase_aid_to_poor,increase_food_stamps,support_entrepreneurs,support_housing,outcome_display_order,gap_btw_rich_and_poor_increasing,children_have_worse_chances,mc_display_order,is_us_resident,state,gender,age,marital_status,has_children,race,education,employment_status,income,intergen_mobility_down,intragen_mobility_down,income_volatility,liberal_vs_conservative,democrat_vs_republican
1972,decr_ineq_incr_mobil,0.0,0.0,3,1,"['mobil', 'ineq']",1,0,5,3,1,2,3,5,4,"I feel that certain areas, of professions, are overpaying their employees, rock stars, athletes, are overpaid, this country, and other countries as well, should spread the wealth around. Every one that is hard working, deserves good pay.",2,3,2,3,3,3,1,1,"['equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_min_wage', 'support_entrepreneurs', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax']",1,1,"['mobil_mc', 'ineq_mc']",1,Florida,3,59,0,0,1,3,4,4,3,5,1,2,3
1973,decr_ineq_decr_mobil,0.0,1.0,1,1,"['ineq', 'mobil']",0,0,5,2,2,1,3,4,5,Provide and increase equal opportunity for everybody in terms of business and employment ,2,2,2,3,2,3,1,1,"['govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps', 'support_entrepreneurs', 'increase_min_wage', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",1,1,"['ineq_mc', 'mobil_mc']",1,Louisiana,3,48,1,1,4,7,6,11,1,1,2,2,3
1974,incr_ineq_incr_mobil,1.0,0.0,3,2,"['ineq', 'mobil']",1,1,4,3,1,2,3,4,5,It is good and nice,2,3,3,2,2,4,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'increase_min_wage', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing']",3,1,"['ineq_mc', 'mobil_mc']",1,Alabama,2,25,1,1,1,3,1,5,1,2,1,4,2
1975,incr_ineq_decr_mobil,1.0,1.0,3,3,"['mobil', 'ineq']",1,1,5,4,3,2,1,4,5,I mean I think they have to offer better jobs that pay better for the unwealthy in America is very hard to pay bills and live decently feed yourself on minimum wage.,2,3,1,3,5,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_min_wage', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing']",3,3,"['mobil_mc', 'ineq_mc']",1,Michigan,2,45,0,0,2,3,3,4,4,4,2,3,4
1976,decr_ineq_decr_mobil,0.0,1.0,2,1,"['ineq', 'mobil']",1,0,3,1,4,3,1,2,5,Nothing,3,2,2,2,3,3,1,1,"['increase_aid_to_poor', 'support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'increase_min_wage', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances']",2,2,"['mobil_mc', 'ineq_mc']",1,Washington,2,20,0,0,3,3,1,5,1,2,1,3,4
1977,incr_ineq_decr_mobil,1.0,1.0,3,1,"['mobil', 'ineq']",0,1,4,4,4,2,3,5,1,"continue aid for the poor 
increase taxes on the very wealthy
provide affordable housing",2,3,2,3,4,3,1,1,"['support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,2,"['mobil_mc', 'ineq_mc']",1,Hawaii,3,66,0,0,4,6,6,5,2,4,1,3,2
1978,incr_ineq_decr_mobil,1.0,1.0,1,1,"['mobil', 'ineq']",1,1,5,3,3,1,2,4,5,"Make opportunities1 in education,jobs and health issues for people with low resources.",2,2,1,3,4,4,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_aid_to_poor', 'increase_food_stamps', 'support_housing', 'support_entrepreneurs', 'increase_min_wage', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes']",1,1,"['ineq_mc', 'mobil_mc']",1,Texas,3,20,0,1,3,4,1,5,3,2,1,3,2
1979,incr_ineq_decr_mobil,1.0,1.0,2,1,"['mobil', 'ineq']",0,0,1,1,1,2,3,4,5,Stay out of it,1,2,2,2,2,2,0,0,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_min_wage', 'support_entrepreneurs', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps']",2,2,"['ineq_mc', 'mobil_mc']",1,Georgia,2,72,1,0,1,4,6,8,2,1,1,2,1
1980,decr_ineq_decr_mobil,0.0,1.0,3,1,"['mobil', 'ineq']",0,0,3,3,2,1,4,5,3,"Raise the minimum wage, require all companies to offer low cost health insurance to employees, give grants to all low income workers for school.",2,3,1,3,4,3,1,1,"['increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_min_wage', 'support_entrepreneurs', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes']",3,3,"['ineq_mc', 'mobil_mc']",1,California,3,55,1,1,1,5,2,7,3,2,1,3,3
1981,incr_ineq_decr_mobil,1.0,1.0,3,1,"['ineq', 'mobil']",0,0,5,4,3,2,1,4,5,"Start paying all citizens a decent wage so we can provide for our familys and the homelessness is lowered
",3,3,2,3,5,5,1,1,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_min_wage', 'support_entrepreneurs', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps']",3,3,"['ineq_mc', 'mobil_mc']",1,Kentucky,3,54,0,0,1,4,1,3,2,2,3,3,2
1982,incr_ineq_incr_mobil,1.0,0.0,3,3,"['ineq', 'mobil']",1,1,3,5,4,1,3,5,2,The government can't do anything.  The whole system needs destroying and beginning again afresh.,3,3,3,3,5,5,1,1,"['increase_min_wage', 'increase_food_stamps', 'increase_aid_to_poor', 'support_entrepreneurs', 'support_housing', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,3,"['mobil_mc', 'ineq_mc']",1,Oregon,2,25,1,0,3,4,3,10,5,5,2,3,3
1983,decr_ineq_incr_mobil,0.0,0.0,1,1,"['mobil', 'ineq']",0,1,5,2,4,1,3,2,5,Pay more attention to salary ect,2,3,1,3,5,3,1,1,"['equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_food_stamps', 'support_housing', 'increase_min_wage', 'support_entrepreneurs', 'increase_aid_to_poor', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax']",2,1,"['mobil_mc', 'ineq_mc']",1,New York,3,66,1,0,5,6,6,3,1,1,1,3,2
1984,incr_ineq_decr_mobil,1.0,1.0,2,3,"['mobil', 'ineq']",1,1,4,5,1,3,4,5,2,"First, remove the current administration from the White House as it is encouraging inequality, and in fact demonstrates this on an almost hourly basis.  Second,everyone must walk in other's shoes. ",3,3,2,3,4,3,1,1,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,3,"['ineq_mc', 'mobil_mc']",1,Kansas,3,59,0,0,1,4,6,4,3,3,1,5,2
1985,incr_ineq_incr_mobil,1.0,0.0,1,2,"['ineq', 'mobil']",1,0,2,2,1,2,5,3,4,I dont believe it's really true. I dont trust this poll so it's hard to say,2,2,2,3,4,1,1,1,"['support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",1,1,"['mobil_mc', 'ineq_mc']",1,Missouri,2,46,1,1,1,6,1,9,1,1,1,1,1
1986,decr_ineq_decr_mobil,0.0,1.0,1,1,"['mobil', 'ineq']",0,0,3,4,3,4,2,5,1,Not so sure,3,3,2,3,5,5,0,1,"['equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_min_wage', 'increase_food_stamps', 'increase_aid_to_poor', 'support_entrepreneurs', 'support_housing']",3,3,"['mobil_mc', 'ineq_mc']",1,California,3,20,0,1,3,5,1,1,4,1,1,2,3
1987,incr_ineq_incr_mobil,1.0,0.0,3,2,"['ineq', 'mobil']",0,0,3,2,5,2,3,4,1,Do not think government can do to much ,1,3,1,2,3,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving']",3,2,"['ineq_mc', 'mobil_mc']",1,New York,2,63,1,0,1,3,1,9,3,2,1,3,3
1988,incr_ineq_decr_mobil,1.0,1.0,1,2,"['mobil', 'ineq']",0,0,1,1,2,5,3,1,4,They should reduce regulations and stay out of lost issues. ,1,1,1,1,1,1,0,0,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs', 'support_housing']",2,2,"['mobil_mc', 'ineq_mc']",1,California,3,47,0,1,1,6,1,10,1,1,1,1,3
1989,incr_ineq_decr_mobil,1.0,1.0,3,3,"['mobil', 'ineq']",1,1,5,5,2,3,4,5,1,Higher taxes on the very rich and provide more affordable housing and Medicare for All,3,3,2,3,5,5,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_aid_to_poor', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'support_entrepreneurs', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps']",3,3,"['mobil_mc', 'ineq_mc']",1,North Carolina,2,73,0,0,1,4,6,6,2,4,1,5,3
1990,decr_ineq_incr_mobil,0.0,0.0,3,1,"['ineq', 'mobil']",0,0,1,1,2,3,4,1,5,"lower taxes, deregulate",1,1,1,1,2,2,0,0,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes']",3,1,"['mobil_mc', 'ineq_mc']",1,New York,2,69,0,0,1,6,3,3,1,3,2,2,4
1991,decr_ineq_incr_mobil,0.0,0.0,2,3,"['mobil', 'ineq']",1,1,5,3,4,2,1,5,3,Punisb companies that do not pay fairly,2,3,1,3,5,5,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances']",3,3,"['mobil_mc', 'ineq_mc']",1,Massachusetts,3,27,0,0,1,3,1,8,4,2,2,3,3
1992,decr_ineq_incr_mobil,0.0,0.0,1,1,"['mobil', 'ineq']",1,0,5,4,5,2,4,1,3,Raise minimum wage so people can be independent ,2,2,3,2,2,4,1,1,"['high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing', 'increase_aid_to_poor']",2,3,"['ineq_mc', 'mobil_mc']",1,New York,2,21,0,0,3,4,5,4,1,3,2,3,3
1993,incr_ineq_decr_mobil,1.0,1.0,3,1,"['ineq', 'mobil']",1,0,3,5,3,1,2,5,4,The government should seriously consider universal basic income if jobs continued to be filtered out due to automation. Technology and progress should not be stop to artificially inflate the need for man made work. ,2,3,3,3,4,3,1,1,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'increase_min_wage', 'support_entrepreneurs', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax']",3,3,"['ineq_mc', 'mobil_mc']",1,Maryland,2,23,1,1,1,4,1,10,2,2,1,4,3
1994,decr_ineq_decr_mobil,0.0,1.0,3,2,"['ineq', 'mobil']",1,0,4,4,1,2,3,4,5,not sure,2,2,2,2,3,3,1,1,"['equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_food_stamps', 'increase_aid_to_poor', 'support_entrepreneurs', 'support_housing', 'increase_min_wage', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",2,2,"['ineq_mc', 'mobil_mc']",1,Georgia,2,22,0,1,2,6,1,8,3,3,2,4,2
1995,decr_ineq_incr_mobil,0.0,0.0,3,3,"['mobil', 'ineq']",1,1,5,4,2,4,5,1,3,I really do not have the answers to that.,2,3,3,3,4,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_min_wage', 'increase_food_stamps', 'support_entrepreneurs', 'increase_aid_to_poor', 'support_housing', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving']",2,3,"['ineq_mc', 'mobil_mc']",1,Tennessee,2,30,0,0,1,4,1,4,2,2,1,2,1
1996,decr_ineq_incr_mobil,0.0,0.0,3,1,"['mobil', 'ineq']",0,0,5,3,2,3,4,1,5,Take a stand on it.,1,2,2,2,3,3,1,1,"['govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'support_entrepreneurs', 'increase_food_stamps', 'increase_aid_to_poor', 'support_housing', 'increase_min_wage', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",2,1,"['mobil_mc', 'ineq_mc']",1,Virginia,3,36,0,0,1,3,3,6,1,1,2,1,3
1997,decr_ineq_incr_mobil,0.0,0.0,2,1,"['ineq', 'mobil']",1,0,3,3,1,4,2,5,3,"do not feel this is a government problem --- it's an attitude problem --- if you feel certain populations should be  unequal you will treat them that way --- if you feel you are  unequal you will treat your community ""as they deserve"" -- this should be taken care of in the schools .",2,2,2,3,4,4,1,1,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'support_housing', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_min_wage', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax']",2,1,"['mobil_mc', 'ineq_mc']",1,Wisconsin,3,78,1,0,1,7,6,3,4,4,1,1,3
1998,decr_ineq_incr_mobil,0.0,0.0,2,1,"['mobil', 'ineq']",0,0,4,3,1,2,3,5,4,Get rid of the president,2,3,1,3,2,2,1,1,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_min_wage', 'increase_aid_to_poor', 'increase_food_stamps', 'support_entrepreneurs', 'support_housing', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,2,"['mobil_mc', 'ineq_mc']",1,Kansas,3,73,0,0,1,4,6,5,4,4,1,3,2
1999,incr_ineq_decr_mobil,1.0,1.0,3,1,"['mobil', 'ineq']",0,0,5,2,1,2,5,3,4,I think they have done as much as they can. While im certain there is still inequality its not the problem it use to be. There's simply some jobs that can't be done unless you have the knowledge and experience to do them..that doesn't mean its discrimination in any way.,1,2,1,3,4,4,0,1,"['income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'increase_food_stamps', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_min_wage']",3,1,"['mobil_mc', 'ineq_mc']",1,Virginia,3,50,0,0,1,4,6,5,2,2,1,2,1
2000,decr_ineq_incr_mobil,0.0,0.0,2,3,"['ineq', 'mobil']",1,1,2,3,3,1,4,5,2,"Country was founded on work hard be rewarded. Villainozing the Buffets, Bezos and Gates of the country is totally infair",1,3,2,3,3,2,1,1,"['equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'increase_food_stamps', 'support_housing']",2,3,"['ineq_mc', 'mobil_mc']",1,New Jersey,2,65,1,1,1,6,4,8,1,3,1,1,1
2001,decr_ineq_incr_mobil,0.0,0.0,2,1,"['mobil', 'ineq']",0,0,1,2,2,4,3,1,5,Nothing everyone has the same opportunities,1,2,1,2,2,2,1,0,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax']",2,2,"['mobil_mc', 'ineq_mc']",1,Wisconsin,2,19,0,0,1,4,5,7,2,3,1,1,1
2002,incr_ineq_decr_mobil,1.0,1.0,3,1,"['ineq', 'mobil']",0,1,5,3,2,4,1,5,3,Educate people,2,3,3,3,4,4,1,1,"['govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'increase_min_wage', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_food_stamps']",3,3,"['mobil_mc', 'ineq_mc']",1,Maine,2,37,0,1,1,3,6,2,5,5,1,4,1
2003,decr_ineq_incr_mobil,0.0,0.0,1,3,"['mobil', 'ineq']",1,0,4,2,1,5,2,3,4,Education grants.,2,3,2,3,5,4,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_min_wage', 'support_entrepreneurs', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes']",2,1,"['mobil_mc', 'ineq_mc']",1,North Carolina,2,58,0,0,1,6,6,2,5,2,1,3,4
2004,incr_ineq_decr_mobil,1.0,1.0,2,1,"['ineq', 'mobil']",1,0,1,2,2,1,4,5,3,"Nothing's
",1,3,2,3,5,2,0,1,"['equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_aid_to_poor', 'support_entrepreneurs', 'support_housing', 'increase_min_wage', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,3,"['mobil_mc', 'ineq_mc']",1,South Dakota,2,49,1,0,1,3,1,4,5,5,3,5,4
2005,incr_ineq_incr_mobil,1.0,0.0,1,3,"['mobil', 'ineq']",1,1,5,5,4,2,3,5,1,Charge the rich,3,3,3,3,5,5,1,1,"['increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_food_stamps', 'support_housing', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_min_wage', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,2,"['mobil_mc', 'ineq_mc']",1,New Jersey,2,25,1,1,1,7,1,11,4,4,1,3,3
2006,incr_ineq_incr_mobil,1.0,0.0,1,2,"['ineq', 'mobil']",1,1,5,5,3,1,2,5,4,"Government should help the middle class. Without the middle class... USA will struggle.. It's sad to see box stores closing.. it's sad. 
",1,3,2,3,5,3,1,1,"['govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'increase_aid_to_poor', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'support_entrepreneurs']",1,3,"['ineq_mc', 'mobil_mc']",1,Texas,2,53,0,0,3,5,1,7,4,3,1,3,2
2007,decr_ineq_incr_mobil,0.0,0.0,2,1,"['ineq', 'mobil']",1,1,5,2,1,4,2,3,5,Im not entirely sure,2,2,2,3,5,5,1,1,"['increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_aid_to_poor', 'support_housing', 'support_entrepreneurs', 'increase_food_stamps', 'increase_min_wage']",3,1,"['ineq_mc', 'mobil_mc']",1,Mississippi,3,22,1,1,1,3,6,3,4,2,1,3,1
2008,decr_ineq_incr_mobil,0.0,0.0,3,3,"['mobil', 'ineq']",1,1,3,5,3,1,4,5,2,"Income inequality is an issue that is only growing. The disparity between the wealthiest Americans and the majority is increasing and one way that this issue could be addressed is though tax reforms. Money made in America should require American tax. Non-profit status should be reserved for true nonprofit organizations.
Racial inequality remains an issue on many levels of US society. Profiling remains a huge issue in the US and the government could do more to enforce the laws in place to prevent such things. Racial pay equality is a huge problem in America and I think that transparency in all US workplaces could go a long way toward solving that issue. Equal work should always mean equal pay.
Gender inequality remains a huge issue in regard to the pay gap. The government can do more to enforce pay inequities when they're reported and cultivate a more open income report for all employees.
Bigotry against the lgbt community, minorities and immigrants has statistically increased in the US in recent years. Better protections for these communities and greater enforcement of current protections could achieve great things if done well.",3,3,2,3,5,5,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_food_stamps', 'support_housing', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage']",3,3,"['mobil_mc', 'ineq_mc']",1,Pennsylvania,3,34,1,0,1,6,4,4,4,5,1,4,3
2009,decr_ineq_decr_mobil,0.0,1.0,2,3,"['mobil', 'ineq']",1,0,2,4,1,2,3,4,5,Raise minimum income,2,1,1,3,2,4,1,1,"['increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances']",1,3,"['mobil_mc', 'ineq_mc']",1,Tennessee,2,26,0,0,1,6,1,5,2,2,1,2,1
2010,decr_ineq_decr_mobil,0.0,1.0,3,1,"['ineq', 'mobil']",1,0,5,5,2,3,5,4,1,Hard to fix hundreds of years worth of racism and sexism with a single government action.,2,3,2,3,5,3,0,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_food_stamps', 'support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_aid_to_poor', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax']",2,3,"['ineq_mc', 'mobil_mc']",1,South Carolina,2,27,1,1,2,7,2,5,5,5,3,4,2
